Detailed Job Status
"This report shows the jobs details for selected job types, policy types and schedule types "
"Report Time Frame:Jan 15, 2024 12:00:00 AM to Feb 16, 2024 11:59:00 PM"
Job ID,Server Name,Status Code,Job Type,Client Name,Start Time,End Time,Duration,Volume(GB),Number of Files ,Throughput (KB/sec)
1059453,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:49:37 PM","Jan 27, 2024 10:50:07 PM",00:00:30,0.14,1,"77,330"
1059454,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:49:37 PM","Jan 27, 2024 10:49:53 PM",00:00:16,0,1,818
1059455,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:49:37 PM","Jan 27, 2024 10:49:53 PM",00:00:16,0,1,584
1059456,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:49:38 PM","Jan 27, 2024 10:49:59 PM",00:00:21,0,1,"49,674"
1059457,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:49:45 PM","Jan 27, 2024 10:49:59 PM",00:00:14,0,1,724
1059458,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:49:52 PM","Jan 27, 2024 10:50:07 PM",00:00:15,0,1,"1,011"
1059459,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:49:53 PM","Jan 27, 2024 10:50:09 PM",00:00:16,0,1,"6,216"
1059460,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:49:54 PM","Jan 27, 2024 10:50:11 PM",00:00:17,0,1,916
1059461,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:02 PM","Jan 27, 2024 10:50:19 PM",00:00:17,0,1,"46,266"
1059462,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:02 PM","Jan 27, 2024 10:50:17 PM",00:00:15,0,1,"1,578"
1059463,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:09 PM","Jan 27, 2024 10:50:25 PM",00:00:16,0,1,"25,993"
1059464,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:09 PM","Jan 27, 2024 10:50:33 PM",00:00:24,0,1,"61,125"
1059465,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:12 PM","Jan 27, 2024 10:50:33 PM",00:00:21,0.03,1,"32,467"
1059466,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:12 PM","Jan 27, 2024 10:50:31 PM",00:00:19,0,1,998
1059467,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:19 PM","Jan 27, 2024 10:50:53 PM",00:00:34,0.06,1,"116,592"
1059468,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:20 PM","Jan 27, 2024 10:50:49 PM",00:00:29,0,1,"72,758"
1059469,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:50:56 PM","Jan 27, 2024 10:51:43 PM",00:00:47,0,1,"40,557"
1059470,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:52:39 PM","Jan 27, 2024 10:55:53 PM",00:03:14,3.73,1,"96,873"
1059471,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:52:39 PM","Jan 27, 2024 10:55:57 PM",00:03:18,6.12,1,"93,565"
1059472,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:52:40 PM","Jan 27, 2024 10:56:05 PM",00:03:25,8.96,1,"92,166"
1059473,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:52:41 PM","Jan 27, 2024 10:55:59 PM",00:03:18,3.74,1,"92,006"
1059474,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:55:56 PM","Jan 27, 2024 10:59:11 PM",00:03:15,2.59,1,"111,596"
1059475,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:56:00 PM","Jan 27, 2024 10:59:11 PM",00:03:11,3.16,1,"98,754"
1059476,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:56:02 PM","Jan 27, 2024 10:59:17 PM",00:03:15,7.8,1,"100,700"
1059477,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:56:09 PM","Jan 27, 2024 10:59:13 PM",00:03:04,3.88,1,"98,254"
1059478,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:59:15 PM","Jan 27, 2024 11:03:53 PM",00:04:38,4.6,1,"65,399"
1059479,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:59:16 PM","Jan 27, 2024 11:03:43 PM",00:04:27,4.81,1,"65,235"
1059480,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:59:17 PM","Jan 27, 2024 11:03:53 PM",00:04:36,7.83,1,"60,990"
1059481,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 10:59:18 PM","Jan 27, 2024 11:03:43 PM",00:04:25,10.22,1,"65,611"
1059482,Siebackup,0,Backup,rhaegal-bck,"Jan 27, 2024 11:00:00 PM","Jan 27, 2024 11:00:31 PM",00:00:31,0,"10,911","110,664"
1059483,Siebackup,0,Backup,W-GUARDIANSWS,"Jan 27, 2024 11:00:00 PM","Jan 28, 2024 1:07:07 AM",02:07:07,0.25,"282,667","1,076"
1059484,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:03:54 PM","Jan 27, 2024 11:09:47 PM",00:05:53,9.97,1,"52,575"
1059485,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:03:55 PM","Jan 27, 2024 11:07:59 PM",00:04:04,8.62,1,"71,351"
1059486,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:03:55 PM","Jan 27, 2024 11:08:09 PM",00:04:14,11.19,1,"70,733"
1059487,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:03:56 PM","Jan 27, 2024 11:08:15 PM",00:04:19,8.4,1,"67,269"
1059488,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:08:02 PM","Jan 27, 2024 11:12:23 PM",00:04:21,5.88,1,"69,681"
1059489,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:08:18 PM","Jan 27, 2024 11:12:23 PM",00:04:05,9.55,1,"73,343"
1059490,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:08:19 PM","Jan 27, 2024 11:11:43 PM",00:03:24,9.34,1,"90,680"
1059491,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:09:55 PM","Jan 27, 2024 11:13:33 PM",00:03:38,2.92,1,"84,386"
1059492,Siebackup,0,Backup,sapn0-bck,"Jan 27, 2024 11:10:20 PM","Jan 27, 2024 11:13:15 PM",00:02:55,0,1,"32,000"
1059493,Siebackup,0,Backup,sapn0-bck,"Jan 27, 2024 11:10:20 PM","Jan 27, 2024 11:13:39 PM",00:03:19,0.93,1,"49,057"
1059494,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:11:50 PM","Jan 27, 2024 11:17:09 PM",00:05:19,12.39,1,"52,133"
1059495,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:12:26 PM","Jan 27, 2024 11:16:31 PM",00:04:05,7.66,1,"74,199"
1059496,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:12:27 PM","Jan 27, 2024 11:18:51 PM",00:06:24,7.83,1,"44,149"
1059497,Siebackup,0,Backup,acueora04,"Jan 27, 2024 11:13:26 PM","Jan 27, 2024 11:14:11 PM",00:00:45,0,1,"36,107"
1059498,Siebackup,0,Backup,sapn0-bck,"Jan 27, 2024 11:13:44 PM","Jan 27, 2024 11:15:29 PM",00:01:45,0,9,"52,238"
1059499,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:13:43 PM","Jan 27, 2024 11:20:23 PM",00:06:40,9.04,1,"42,648"
1059500,Siebackup,0,Backup,acueora04,"Jan 27, 2024 11:14:37 PM","Jan 27, 2024 11:37:49 PM",00:23:12,16.89,1,"30,434"
1059501,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:16:38 PM","Jan 27, 2024 11:21:11 PM",00:04:33,10.81,1,"66,892"
1059502,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:17:14 PM","Jan 27, 2024 11:22:51 PM",00:05:37,11.41,1,"56,329"
1059503,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:18:59 PM","Jan 27, 2024 11:24:43 PM",00:05:44,9.53,1,"49,215"
1059504,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:20:25 PM","Jan 27, 2024 11:25:29 PM",00:05:04,10.54,1,"55,923"
1059505,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:21:21 PM","Jan 27, 2024 11:27:09 PM",00:05:48,9.09,1,"48,114"
1059506,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:22:56 PM","Jan 27, 2024 11:27:33 PM",00:04:37,6.5,1,"60,140"
1059507,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:24:52 PM","Jan 27, 2024 11:27:59 PM",00:03:07,4.67,1,"64,153"
1059508,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:28:07 PM","Jan 27, 2024 11:28:51 PM",00:00:44,0,1,"23,665"
1059509,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:28:59 PM","Jan 27, 2024 11:29:33 PM",00:00:34,0,1,"120,988"
1059510,Siebackup,0,Backup,acuecalito-bck,"Jan 27, 2024 11:29:34 PM","Jan 27, 2024 11:30:05 PM",00:00:31,0,1,"23,614"
1059511,Siebackup,0,Backup,acueora04,"Jan 27, 2024 11:37:54 PM","Jan 27, 2024 11:52:49 PM",00:14:55,26.11,1,"48,632"
1059512,Siebackup,84,Backup,acueora04,"Jan 27, 2024 11:53:02 PM","Jan 28, 2024 12:08:11 AM",00:15:09,1.52,0,"22,402"
1059513,Siebackup,0,Snapshot,ACUEALAVES,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 4:20:25 AM",04:20:25,0,0,0
1059514,Siebackup,0,Snapshot,ACUEERDASIMAG,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:19:05 AM",00:19:05,0,0,0
1059515,Siebackup,0,Snapshot,ACUESAMPDORIAAPL,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:07:27 AM",00:07:27,0,0,0
1059516,Siebackup,0,Snapshot,ACUEROMA,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:06:57 AM",00:06:57,0,0,0
1059517,Siebackup,0,Snapshot,ACUETHUNDRA,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:07:23 AM",00:07:23,0,0,0
1059518,Siebackup,0,Backup,ACUEALAVES,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 1:26:35 AM",01:26:35,368.56,201,"82,681"
1059519,Siebackup,0,Backup,ACUEANTMAN,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:21:13 AM",00:21:13,0,0,0
1059520,Siebackup,0,Backup,ACUEARGIS,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:08:27 AM",00:08:27,0.81,"7,509","3,379"
1059521,Siebackup,0,Backup,ACUECORI,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 4:07:31 AM",04:07:31,0,0,0
1059522,Siebackup,0,Backup,ACUEFOLOR,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:11:33 AM",00:11:33,3.46,"9,896","13,875"
1059523,Siebackup,0,Backup,acuethundra-bck,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:27:59 AM",00:27:59,11.28,"158,925","12,701"
1059524,Siebackup,0,Backup,ACUEFME,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:27 AM",00:03:27,0,32,"16,627"
1059525,Siebackup,0,Backup,ACUECVIRTUAL_Rest221022,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:01:47 AM",00:01:47,0,"3,328","140,996"
1059526,Siebackup,0,Snapshot,ACUETHOR,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:17 AM",00:03:17,0,0,0
1059527,Siebackup,0,Snapshot,ACUELIVERPOOL,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:41 AM",00:03:41,0,0,0
1059528,Siebackup,0,Snapshot,ACUEISOGRAF,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:02:43 AM",00:02:43,0,0,0
1059529,Siebackup,0,Snapshot,ACUEMIM01_Rest21123,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:02:33 AM",00:02:33,0,0,0
1059530,Siebackup,0,Snapshot,ACUEEMR,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:04:35 AM",00:04:35,0,0,0
1059531,Siebackup,0,Snapshot,ACUELEHON,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:11 AM",00:03:11,0,0,0
1059532,Siebackup,0,Snapshot,ACUEMIM02_Rest210123,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:04:33 AM",00:04:33,0,0,0
1059533,Siebackup,0,Snapshot,ACUEWEBSERVER_RES,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:23 AM",00:03:23,0,0,0
1059534,Siebackup,0,Snapshot,ACUEMORTAV01,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:02:17 AM",00:02:17,0,0,0
1059535,Siebackup,0,Snapshot,ACUEDXUN,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:35 AM",00:03:35,0,0,0
1059536,Siebackup,0,Snapshot,ACUETOOLBOX,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:05:41 AM",00:05:41,0,0,0
1059537,Siebackup,0,Snapshot,ACUEMORTAV02,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:57 AM",00:03:57,0,0,0
1059538,Siebackup,0,Snapshot,ACUEANTMAN,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:04:57 AM",00:04:57,0,0,0
1059539,Siebackup,0,Snapshot,ACUEASDRONI_Restore031123,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:37 AM",00:03:37,0,0,0
1059540,Siebackup,0,Snapshot,ACUEAPP05_Restore231123,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:19:03 AM",00:19:03,0,0,0
1059541,Siebackup,0,Snapshot,ACUEPRIMOR,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:18:27 AM",00:18:27,0,0,0
1059542,Siebackup,84,Snapshot,ACUEBREMENAPL_Restore050423,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:21:43 AM",00:21:43,0,0,0
1059543,Siebackup,0,Backup,ACUELODOS,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:05:17 AM",00:05:17,0,0,0
1059544,Siebackup,0,Backup,ACUELORRD,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:07:05 AM",00:07:05,0,0,0
1059545,Siebackup,0,Snapshot,ACUEMAINZ,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:33:15 AM",00:33:15,0,0,0
1059546,Siebackup,0,Backup,ACUEMIM01_Rest21123,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:34:17 AM",00:34:17,27.5,"42,297","81,277"
1059547,Siebackup,0,Backup,ACUEMIM02_Rest210123,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:38:37 AM",00:38:37,17.63,"48,291","57,104"
1059548,Siebackup,0,Backup,ACUEPHANTOM,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 1:10:51 AM",01:10:51,35.54,"876,692","18,603"
1059549,Siebackup,0,Backup,Acuekoratas,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:33:33 AM",00:33:33,0,0,0
1059550,Siebackup,0,Backup,Acuelamus,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:06:25 AM",00:06:25,0,0,0
1059551,Siebackup,0,Backup,EACENNT07,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:26:23 AM",00:26:23,0,0,0
1059552,Siebackup,0,Backup,EACENNT09,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:08:31 AM",00:08:31,0,0,0
1059553,Siebackup,0,Backup,ACUEDXUN,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 1:46:21 AM",01:46:21,0,0,0
1059554,Siebackup,0,Backup,ACUELEHON,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 1:18:27 AM",01:18:27,0,0,0
1059555,Siebackup,0,Backup,acueprimor-bck,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 1:57:39 AM",01:57:39,86.48,"353,200","38,627"
1059556,Siebackup,0,Backup,ACUETHOR,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:27 AM",00:03:27,0,"4,682","67,996"
1059557,Siebackup,0,Backup,ACUEWEBSERVER_RES,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:13:51 AM",00:13:51,0,"38,715",248
1059558,Siebackup,0,Backup,quickplace,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 1:30:41 AM",01:30:41,0,0,0
1059559,Siebackup,0,Backup,wasap02-bck,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:01:43 AM",00:01:43,0.06,"76,216","2,091,545"
1059560,Siebackup,0,Backup,wasap03_bck,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:01:21 AM",00:01:21,0.15,464,"14,611"
1059561,Siebackup,0,Backup,waspg,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:02:35 AM",00:02:35,0.01,"36,211","46,941"
1059562,Siebackup,0,Backup,wpsdev-bck,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:12:47 AM",00:12:47,0,0,0
1059563,Siebackup,0,Backup,ACUEMORTAV01,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 2:32:05 AM",02:32:05,160.17,"728,430","42,967"
1059564,Siebackup,0,Backup,ACUEMORTAV02,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 2:33:57 AM",02:33:57,134.66,"705,552","38,068"
1059565,Siebackup,0,Snapshot,ACUEBIERAI,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 2:15:47 AM",02:15:47,0,0,0
1059566,Siebackup,0,Snapshot,ACUEMALAGA,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:02:29 AM",00:02:29,0,0,0
1059567,Siebackup,0,Snapshot,ACUECVIRTUAL_Rest221022,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:02:09 AM",00:02:09,0,0,0
1059568,Siebackup,0,Snapshot,ACUESGO,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:02:31 AM",00:02:31,0,0,0
1059569,Siebackup,0,Snapshot,ACUEARGIS,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:11:05 AM",00:11:05,0,0,0
1059570,Siebackup,0,Snapshot,ACUESAPTREX,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:03:11 AM",00:03:11,0,0,0
1059571,Siebackup,0,Snapshot,ACUESISPRES_Restore050423,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:02:49 AM",00:02:49,0,0,0
1059572,Siebackup,0,Snapshot,ACUETURNWEBPRU,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:04:59 AM",00:04:59,0,0,0
1059573,Siebackup,0,Snapshot,ACUEFME,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 12:05:15 AM",00:05:15,0,0,0
1059574,Siebackup,0,Backup,L-SIEBACKUP,"Jan 28, 2024 12:00:00 AM","Jan 28, 2024 10:05:07 PM",22:05:07,0,0,0
1059575,Siebackup,0,Backup,ACUETHUNDRA,"Jan 28, 2024 12:00:15 AM","Jan 28, 2024 12:07:09 AM",00:06:54,1.72,"1,184","275,633"
1059576,Siebackup,0,Backup,ACUETHOR,"Jan 28, 2024 12:00:16 AM","Jan 28, 2024 12:03:11 AM",00:02:55,0.67,817,"1,345,601"
1059577,Siebackup,0,Backup,EACENNT07,"Jan 28, 2024 12:00:17 AM","Jan 28, 2024 12:00:53 AM",00:00:36,0,588,"50,602"
1059578,Siebackup,0,Backup,ACUEMIM01_Rest21123,"Jan 28, 2024 12:00:17 AM","Jan 28, 2024 12:02:21 AM",00:02:04,0.33,566,"1,024,935"
1059579,Siebackup,0,Backup,ACUELIVERPOOL,"Jan 28, 2024 12:00:17 AM","Jan 28, 2024 12:03:33 AM",00:03:16,0.77,68,"539,562"
1059580,Siebackup,0,Backup,EACENNT07,"Jan 28, 2024 12:00:18 AM","Jan 28, 2024 12:03:11 AM",00:02:53,0.01,"26,398","22,077"
1059581,Siebackup,0,Backup,ACUELEHON,"Jan 28, 2024 12:00:18 AM","Jan 28, 2024 12:03:05 AM",00:02:47,0.4,851,"554,582"
1059582,Siebackup,0,Backup,EACENNT07,"Jan 28, 2024 12:00:19 AM","Jan 28, 2024 12:03:11 AM",00:02:52,0.01,"18,319","22,668"
1059583,Siebackup,0,Backup,EACENNT07,"Jan 28, 2024 12:00:20 AM","Jan 28, 2024 12:26:23 AM",00:26:03,0.06,"4,358","44,612"
1059584,Siebackup,0,Backup,ACUEMORTAV01,"Jan 28, 2024 12:00:20 AM","Jan 28, 2024 12:02:09 AM",00:01:49,0.39,504,"3,317,773"
1059585,Siebackup,0,Backup,ACUEMIM02_Rest210123,"Jan 28, 2024 12:00:20 AM","Jan 28, 2024 12:04:19 AM",00:03:59,0.3,520,"320,799"
1059586,Siebackup,0,Backup,wpsdev-bck,"Jan 28, 2024 12:00:20 AM","Jan 28, 2024 12:12:47 AM",00:12:27,0.14,"785,410","101,904"
1059587,Siebackup,0,Backup,ACUEEMR,"Jan 28, 2024 12:00:20 AM","Jan 28, 2024 12:04:11 AM",00:03:51,1.22,776,"932,822"
1059588,Siebackup,0,Backup,ACUEDXUN,"Jan 28, 2024 12:00:20 AM","Jan 28, 2024 12:03:29 AM",00:03:09,0.44,495,"648,082"
1059589,Siebackup,0,Backup,EACENNT07,"Jan 28, 2024 12:00:20 AM","Jan 28, 2024 12:01:00 AM",00:00:40,0,3,"11,000"
1059590,Siebackup,0,Backup,ACUEWEBSERVER_RES,"Jan 28, 2024 12:00:21 AM","Jan 28, 2024 12:03:11 AM",00:02:50,0.84,501,"2,418,075"
1059591,Siebackup,0,Backup,ACUEISOGRAF,"Jan 28, 2024 12:00:21 AM","Jan 28, 2024 12:02:31 AM",00:02:10,0.74,568,"680,891"
1059592,Siebackup,0,Backup,ACUEASDRONI_Restore031123,"Jan 28, 2024 12:00:22 AM","Jan 28, 2024 12:03:31 AM",00:03:09,0.07,9,"2,153,956"
1059593,Siebackup,0,Backup,ACUEPRIMOR,"Jan 28, 2024 12:00:22 AM","Jan 28, 2024 12:18:23 AM",00:18:01,0.09,11,"92,581"
1059594,Siebackup,0,Backup,ACUEANTMAN,"Jan 28, 2024 12:00:23 AM","Jan 28, 2024 12:03:27 AM",00:03:04,0.27,46,"943,712"
1059595,Siebackup,0,Backup,ACUEMORTAV02,"Jan 28, 2024 12:00:23 AM","Jan 28, 2024 12:03:47 AM",00:03:24,0.34,475,"1,074,196"
1059596,Siebackup,0,Backup,ACUETOOLBOX,"Jan 28, 2024 12:00:23 AM","Jan 28, 2024 12:05:35 AM",00:05:12,2.09,"1,976","818,996"
1059597,Siebackup,0,Backup,ACUEAPP05_Restore231123,"Jan 28, 2024 12:00:25 AM","Jan 28, 2024 12:18:59 AM",00:18:34,28.88,7,"100,142"
1059598,Siebackup,0,Backup,EACENNT09,"Jan 28, 2024 12:00:31 AM","Jan 28, 2024 12:05:19 AM",00:04:48,0.01,"18,351","15,791"
1059599,Siebackup,0,Backup,EACENNT09,"Jan 28, 2024 12:00:31 AM","Jan 28, 2024 12:01:03 AM",00:00:32,0,3,"12,000"
1059600,Siebackup,0,Backup,EACENNT09,"Jan 28, 2024 12:00:31 AM","Jan 28, 2024 12:08:25 AM",00:07:54,0.01,"3,924","17,834"
1059601,Siebackup,0,Backup,EACENNT09,"Jan 28, 2024 12:00:31 AM","Jan 28, 2024 12:01:10 AM",00:00:39,0,945,"22,929"
1059602,Siebackup,0,Backup,ACUECVIRTUAL_Rest221022,"Jan 28, 2024 12:00:35 AM","Jan 28, 2024 12:02:02 AM",00:01:27,0.39,383,"68,860"
1059603,Siebackup,0,Backup,ACUELODOS,"Jan 28, 2024 12:00:35 AM","Jan 28, 2024 12:05:07 AM",00:04:32,0.01,"18,816","7,333"
1059604,Siebackup,0,Backup,ACUELODOS,"Jan 28, 2024 12:00:36 AM","Jan 28, 2024 12:01:26 AM",00:00:50,0,873,430
1059605,Siebackup,0,Backup,ACUELODOS,"Jan 28, 2024 12:00:37 AM","Jan 28, 2024 12:02:55 AM",00:02:18,0,"5,260",170
1059606,Siebackup,0,Backup,ACUESGO,"Jan 28, 2024 12:00:37 AM","Jan 28, 2024 12:02:24 AM",00:01:47,0.44,622,"60,726"
1059607,Siebackup,0,Backup,ACUELORRD,"Jan 28, 2024 12:00:37 AM","Jan 28, 2024 12:01:22 AM",00:00:45,0,72,"6,932"
1059608,Siebackup,0,Backup,ACUESAMPDORIAAPL,"Jan 28, 2024 12:00:37 AM","Jan 28, 2024 12:07:21 AM",00:06:44,1.43,"517,606","379,957"
1059609,Siebackup,0,Backup,ACUEROMA,"Jan 28, 2024 12:00:37 AM","Jan 28, 2024 12:06:51 AM",00:06:14,0.7,"336,075","465,709"
1059610,Siebackup,0,Backup,ACUELORRD,"Jan 28, 2024 12:00:38 AM","Jan 28, 2024 12:06:57 AM",00:06:19,0.78,53,"138,299"
1059611,Siebackup,0,Backup,ACUEMALAGA,"Jan 28, 2024 12:00:38 AM","Jan 28, 2024 12:02:24 AM",00:01:46,0.01,55,681
1059612,Siebackup,0,Backup,ACUELORRD,"Jan 28, 2024 12:00:39 AM","Jan 28, 2024 12:06:23 AM",00:05:44,9.29,7,"119,224"
1059613,Siebackup,0,Backup,virtualdbsql16.acueducto.red,"Jan 28, 2024 12:00:39 AM","Jan 28, 2024 2:07:23 AM",02:06:44,0,0,0
1059614,Siebackup,0,Backup,virtualdbsql16.acueducto.red,"Jan 28, 2024 12:00:40 AM","Jan 28, 2024 2:07:23 AM",02:06:43,0,0,0
1059615,Siebackup,0,Backup,virtualdbsql16.acueducto.red,"Jan 28, 2024 12:00:40 AM","Jan 28, 2024 10:05:07 PM",22:04:27,0,0,0
1059616,Siebackup,0,Backup,virtualdbsql16.acueducto.red,"Jan 28, 2024 12:00:40 AM","Jan 28, 2024 2:07:21 AM",02:06:41,0,0,0
1059617,Siebackup,0,Backup,virtualdbsql16.acueducto.red,"Jan 28, 2024 12:00:40 AM","Jan 28, 2024 2:01:53 AM",02:01:13,0,0,0
1059618,Siebackup,0,Backup,virtualdbsql16.acueducto.red,"Jan 28, 2024 12:00:40 AM","Jan 28, 2024 2:07:21 AM",02:06:41,0,0,0
1059619,Siebackup,0,Backup,ACUESAPTREX,"Jan 28, 2024 12:00:41 AM","Jan 28, 2024 12:02:59 AM",00:02:18,0.46,361,"27,197"
1059620,Siebackup,0,Backup,ACUESISPRES_Restore050423,"Jan 28, 2024 12:00:41 AM","Jan 28, 2024 12:02:40 AM",00:01:59,0.16,51,"8,517"
1059621,Siebackup,0,Backup,ACUEARGIS,"Jan 28, 2024 12:00:41 AM","Jan 28, 2024 12:10:37 AM",00:09:56,3.44,736,"82,206"
1059622,Siebackup,0,Backup,Acuekoratas,"Jan 28, 2024 12:00:41 AM","Jan 28, 2024 12:01:38 AM",00:00:57,0.05,26,"1,856"
